title,domain,difficulty,duration,description,url
Digital Learning Design & Instructional Tech Foundations Specialization,Arts and Humanities,Beginner,10.0,"Offered by University of Illinois Urbana-Champaign. Design Transformative Digital Learning. Master instructional design, learning technology ... Enroll for free.",https://www.coursera.org/specializations/digital-learning-instructional-design
Digital Marketing Specialization,Business,Beginner,120.0,Offered by University of Illinois Urbana-Champaign. Drive Customer Behavior Online. A six-course overview of the latest digital marketing ... Enroll for free.,https://www.coursera.org/specializations/digital-marketing
Digital Product Management Specialization,Business,Beginner,10.0,Offered by University of Virginia. Implement a modern approach to product management. Master the fundamentals that create great teams and ... Enroll for free.,https://www.coursera.org/specializations/uva-darden-digital-product-management
Digital Transformation Using AI/ML with Google Cloud Specialization,Information Technology,Beginner,10.0,Offered by Google Cloud. This series of courses begins by introducing fundamental Google Cloud concepts to lay the foundation for how ... Enroll for free.,https://www.coursera.org/specializations/digital-transformation-using-ai-ml-with-google-cloud
Discover the Art of Prompting,Arts and Humanities,Beginner,2.0,"Write effective prompts to get the output you want. Learn how to incorporate prompting techniques, such as few-shot prompting, into your work. Understand how generative AI tools produce output and the importance of evaluating output. By the end of this course, you will be able to write clear and specific prompts and produce outputs that help accomplish workplace tasks.",https://www.coursera.org/learn/google-discover-the-art-of-prompting
Drug Development Product Management Specialization,Business,Beginner,10.0,Offered by University of California San Diego. Drugs: From Target Discovery to Patients. Familiarize yourself with the process of drug ... Enroll for free.,https://www.coursera.org/specializations/drug-development-product-management
Drug Development and Pharmacoepidemiology Specialization,General,Beginner,10.0,"Offered by Johns Hopkins University. Use, Safety & Effectiveness of Prescription Drugs. Apply best pharmacoepidemiologic methods to ... Enroll for free.",https://www.coursera.org/specializations/drug-development-and-pharmacoepidemiology
Drug Hunting: The Science of Making New Medicines Specialization,Health,Beginner,10.0,Offered by Novartis. Understanding Drug Discovery and Development Enroll for free.,https://www.coursera.org/specializations/drug-hunting-discovery-and-development
Dynamic Public Speaking Specialization,Arts and Humanities,Beginner,10.0,Offered by University of Washington. Become an Excellent Public Speaker. Master techniques for designing and delivering clear and compelling ... Enroll for free.,https://www.coursera.org/specializations/public-speaking
Edge AI for Microcontrollers Specialization,Data Science,Intermediate,4.0,Offered by Edge Impulse. All you need to know about AI on tiny devices!. Master the theory and practical skills of edge AI for embedded systems. Enroll for free.,https://www.coursera.org/specializations/edge-ai-mcu
Electronic Health Record/Reimbursement Fundamentals Specialization,Health,Beginner,2.0,"Offered by MedCerts. Explore EHR and Reimbursement Fundamentals. Optimize efficiency, accuracy, and compliance across the entire healthcare ... Enroll for free.",https://www.coursera.org/specializations/eletronic-health-recrord-reimbursement-fundamentals
English for Career Development,Language Learning,Intermediate,10.0,"Welcome to English for Career Development, a course created by the University of Pennsylvania, and funded by the U.S. Department of State Bureau of Educational and Cultural Affairs, Office of English Language Programs. To enroll in this course for free, click on “Enroll now” and then select ""Full Course. No certificate."" This course is designed for non-native English speakers who are interested in advancing their careers in the global marketplace. In this course, you will learn about the jo",https://www.coursera.org/learn/careerdevelopment
Enterprise AI and Data Engineering with Databricks Specialization,Data Science,Beginner,5.0,"Offered by Pragmatic AI Labs. Build Production Data and AI on Databricks. Master lakehouse architecture, Delta Live Tables, ML, GenAI, and ... Enroll for free.",https://www.coursera.org/specializations/enterprise-ai-data-engineering-databricks
Epic Games Game Design Professional Certificate,Arts and Humanities,Beginner,10.0,Offered by Epic Games . Launch Your Career in Games. Learn to create worlds that captivate and inspire while building in-demand skills with ... Enroll for free.,https://www.coursera.org/professional-certificates/epic-games-game-design-professional-certificate
Everyday Parenting: The ABCs of Child Rearing,General,Beginner,20.0,"Everyday Parenting gives you access to a toolkit of behavior-change techniques that will make your typical day in the home easier as you develop the behaviors you would like to see in your child. The lessons provide step-by-step instructions and demonstrations to improve your course of action with both children and adolescents. Among many techniques, you will learn how even simple modifications to tone of voice and phrasing can lead to more compliance. The course will also shed light on many p",https://www.coursera.org/learn/everyday-parenting
Excel Basics for Data Analysis,Data Science,Beginner,10.0,"Spreadsheet tools like Excel are an essential tool for working with data - whether for data analytics, business, marketing, or research. This course is designed to give you a basic working knowledge of Excel and how to use it for analyzing data. This course is suitable for those who are interested in pursuing a career in data analysis or data science, as well as anyone looking to use Excel for data analysis in their own domain. No prior experience with spreadsheets or coding is required - all",https://www.coursera.org/learn/excel-basics-data-analysis-ibm
Excel Skills for Business Specialization,Business,Beginner,10.0,Offered by Macquarie University. Learn Excel Skills for Business. Master Excel to add a highly valuable asset to your employability portfolio. Enroll for free.,https://www.coursera.org/specializations/excel
Excel Skills for Business: Essentials,Business,Beginner,30.0,"In this first course of the specialization, 'Excel Skills for Business: Essentials', you will master the fundamental capabilities of Microsoft Excel. Over six weeks, you will gain the confidence to expertly navigate the Excel user interface, perform essential calculations using formulas and functions, professionally format spreadsheets, and create impactful data visualizations with charts and graphs. This course is designed for aspiring business professionals, students, and anyone looking to en",https://www.coursera.org/learn/excel-essentials
Excel Skills for Business: Intermediate I,Business,Intermediate,30.0,"Spreadsheet software remains one of the most ubiquitous pieces of software used in workplaces across the world. Learning to confidently operate this software means adding a highly valuable asset to your employability portfolio. In the United States alone, millions of job advertisements requiring Excel skills are posted every day. Research by Burning Glass Technologies and Capital One shows that digitals skills lead to higher income and better employment opportunities at a time when digital skill",https://www.coursera.org/learn/excel-intermediate-1
Excel and Copilot Fundamentals,Physical Science and Engineering,Beginner,20.0,"This course introduces you to the basics of Microsoft Excel and its powerful Copilot feature, equipping you with essential skills for efficient data handling and analysis. You will learn to navigate Excel’s interface, apply fundamental formulas and functions, and develop prompt engineering techniques to leverage Excel Copilot for various tasks. By the end of this course, you will have a strong foundation in Excel, enabling you to perform basic data manipulations and utilize Copilot to streamline",https://www.coursera.org/learn/excel-and-copilot-fundamentals
Finance & Quantitative Modeling for Analysts Specialization,Business,Beginner,10.0,"Offered by University of Pennsylvania. The role of an Analyst is dynamic, complex, and driven by a variety of skills. These skills range ... Enroll for free.",https://www.coursera.org/specializations/finance-quantitative-modeling-analysts
Financial Engineering and Risk Management Specialization,Business,Intermediate,10.0,Offered by Columbia University. Advance Your Knowledge in Financial Engineering . Build the fundamentals and technical skills in financial ... Enroll for free.,https://www.coursera.org/specializations/financialengineering
Financial Markets,Business,Beginner,30.0,"An overview of the ideas, methods, and institutions that permit human society to manage risks and foster enterprise. Emphasis on financially-savvy leadership skills. Description of practices today and analysis of prospects for the future. Introduction to risk management and behavioral finance principles to understand the real-world functioning of securities, insurance, and banking industries. The ultimate goal of this course is using such industries effectively and towards a better society.",https://www.coursera.org/learn/financial-markets-global
Financial Modeling and Analysis Specialization,Business,Beginner,10.0,"Offered by Corporate Finance Institute. Financial Modeling & Analysis. Develop Financial Analysis, Modeling, and Strategic Decision-Making ... Enroll for free.",https://www.coursera.org/specializations/financial-modeling-and-analysis
First Step Korean,Language Learning,Beginner,20.0,"This is an elementary-level Korean language course, consisting of 5 lessons with 4 units, and covers 4 skills: reading, writing, listening and speaking. The main topics include basic expressions used in everyday life, such as greetings, introducing yourself, talking about your family and a daily life and so on. Each lesson covers dialogues, pronunciation, vocabulary, grammar, quizzes and role-plays. After completing this course, you will be able to 1. read and write Korean alphabet. 2. communi",https://www.coursera.org/learn/learn-korean
Foundations of Cybersecurity,Computer Science,Beginner,10.0,"This is the first course in the Google Cybersecurity Certificate. In this course, learners will be introduced to the cybersecurity profession, including the primary job responsibilities and core skills of entry-level analysts; significant events that led to the development of the cybersecurity field; and security’s continued importance to organizational operations. Learners will also explore the Certified Information Systems Security Professional (CISSP) eight security domains, common security",https://www.coursera.org/learn/foundations-of-cybersecurity
Foundations of Digital Marketing and E-commerce,Business,Beginner,10.0,"This is the first of eight courses in the Google Digital Marketing & E-commerce Certificate, which will equip you with the skills you need to apply to entry-level roles in these fields. People who work in digital marketing and e-commerce help their organizations attract new customers, engage customers through various digital channels, and drive transactions like purchases and customer loyalty. In this course, you’ll explore entry-level jobs in digital marketing and e-commerce and identify the ro",https://www.coursera.org/learn/foundations-of-digital-marketing-and-e-commerce
Foundations of Management Specialization,Business,Beginner,10.0,Offered by IESE Business School. Boost Your Career with New Business Knowledge . Master Business Management Fundamentals Enroll for free.,https://www.coursera.org/specializations/foundations-management
Foundations of Positive Psychology Specialization,Health,Beginner,10.0,Offered by University of Pennsylvania. Positive Psychology: Well-being for life. Master strategies and tools that enable individuals and ... Enroll for free.,https://www.coursera.org/specializations/positivepsychology
Foundations of Project Management,Business,Beginner,10.0,"This is the first course in the Google Project Management Certificate program, which will help you develop the skills needed to apply for entry-level roles as a project manager. Project managers play a key role in leading, planning and implementing critical projects to help their organizations succeed. In this course, you’ll discover foundational project management terminology and gain a deeper understanding of the role and responsibilities of a project manager. We’ll also introduce you to the",https://www.coursera.org/learn/project-management-foundations
Foundations of User Experience (UX) Design,Arts and Humanities,Beginner,10.0,"Foundations of User Experience (UX) Design is the first of a series of seven courses that will equip you with the skills needed to apply to entry-level jobs in user experience design. UX designers focus on the interactions that people have with products like websites, mobile apps, and physical objects. UX designers make those everyday interactions usable, enjoyable, and accessible. The role of an entry-level UX designer might include empathizing with users, defining their pain points, coming up",https://www.coursera.org/learn/foundations-user-experience-design
"Foundations: Data, Data, Everywhere",Data Science,Beginner,10.0,"This is the first course in the Google Data Analytics Certificate. Organizations of all kinds need data analysts to help them improve their processes, identify opportunities and trends, launch new products, and make thoughtful decisions. In this course, you’ll be introduced to the world of data analytics through hands-on curriculum developed by Google. The material shared covers plenty of key data analytics topics, and it’s designed to give you an overview of what’s to come in the Google Data An",https://www.coursera.org/learn/foundations-data
Fundamentals of Finance,Business,Beginner,10.0,"In this course, you’ll learn the basic fundamentals of corporate finance. Based on the pre-term qualifying courses for Wharton MBA students, Professor Jessica Wachter has designed this course for learners who need a refresher in financial concepts, or for those who are learning about corporate finance for the first time. You’ll identify foundational concepts in corporate finance, such as NPV, Compound and Simple Interest, and Annuities versus Perpetuities. You’ll also learn how to apply the NPV",https://www.coursera.org/learn/finance-fundamentals
Fundamentals of Music Theory,Arts and Humanities,Beginner,10.0,"This course, revised in 2022, will introduce you to the theory of music, providing you with the skills needed to read and write Western music notation, as well as to understand, analyse, and listen informedly. It will cover material such as pitches and scales, intervals, clefs, rhythm, form, metre and time signatures, phrases and cadences, and basic harmony. This course covers the fundamentals of Western music theory, from the absolute basics to some more advanced concepts. As such, it deliver",https://www.coursera.org/learn/edinburgh-music-theory
Fundamentals of Quantitative Modeling,Business,Advanced,10.0,"How can you put data to work for you? Specifically, how can numbers in a spreadsheet tell us about present and past business activities, and how can we use them to forecast the future? The answer is in building quantitative models, and this course is designed to help you understand the fundamentals of this critical, foundational, business skill. Through a series of short lectures, demonstrations, and assignments, you’ll learn the key ideas and process of quantitative modeling so that you can beg",https://www.coursera.org/learn/wharton-quantitative-modeling
Game Theory,Computer Science,Beginner,20.0,"Popularized by movies such as ""A Beautiful Mind,"" game theory is the mathematical modeling of strategic interaction among rational (and irrational) agents. Beyond what we call `games' in common language, such as chess, poker, soccer, etc., it includes the modeling of conflict among nations, political campaigns, competition among firms, and trading behavior in markets such as the NYSE. How could you begin to model keyword auctions, and peer to peer file-sharing networks, without accounting for th",https://www.coursera.org/learn/game-theory-1
Generative AI Assistants Specialization,Data Science,Beginner,10.0,Offered by Vanderbilt University. Generative AI for You. Build and train personalized assistants with Generative AI Enroll for free.,https://www.coursera.org/specializations/generative-ai-assistants
Generative AI Automation Specialization,Data Science,Beginner,10.0,Offered by Vanderbilt University. Generative AI Mastery: Automate with ChatGPT. Learn to perform complex tasks effortlessly using the power ... Enroll for free.,https://www.coursera.org/specializations/generative-ai-automation
Generative AI Cybersecurity & Privacy for Leaders Specialization,Data Science,Beginner,10.0,Offered by Vanderbilt University. Understand Generative AI Security & Best Practices. Learners will understand generative AI-specific ... Enroll for free.,https://www.coursera.org/specializations/generative-ai-cybersecurity-leaders
Generative AI Data Analyst Specialization,Data Science,Beginner,10.0,"Offered by Vanderbilt University. Become a Generative AI Data Analyst. Learn how to use ChatGPT and generative AI tools to analyze data, ... Enroll for free.",https://www.coursera.org/specializations/generative-ai-data-analyst
Generative AI Engineering with LLMs Specialization,Data Science,Beginner,4.0,Offered by IBM. Advance your ML career with Gen AI and LLMs . Master the essentials of Gen AI engineering and large language models (LLMs) ... Enroll for free.,https://www.coursera.org/specializations/generative-ai-engineering-with-llms
Generative AI Fundamentals Specialization,Data Science,Beginner,5.0,Offered by IBM. Unlock and leverage the potential of generative AI. Learn how you can use the capabilities of generative AI to enhance your ... Enroll for free.,https://www.coursera.org/specializations/generative-ai-for-everyone
Generative AI HR Professional Specialization,Data Science,Beginner,10.0,"Offered by Vanderbilt University. Master AI to Transform HR Operations. Master AI patterns to streamline hiring, development, and ... Enroll for free.",https://www.coursera.org/specializations/generative-ai-hr-professional
Generative AI Leader Professional Certificate,Data Science,Beginner,8.0,Offered by Google Cloud. Reimagine Workflows with Google Cloud Gen AI Enroll for free.,https://www.coursera.org/professional-certificates/generative-ai-for-leaders
Generative AI Leadership & Strategy Specialization,Business,Beginner,10.0,Offered by Vanderbilt University. Mastering Generative AI for Strategic Advantage. Empower your leadership suite with the transformative ... Enroll for free.,https://www.coursera.org/specializations/generative-ai-leadership-strategy
Generative AI SQL Database Specialist with ChatGPT Specialization,Computer Science,Intermediate,10.0,"Offered by Vanderbilt University. AI-Driven Database Design For Professionals. Master SQL database design, query generation, and data ... Enroll for free.",https://www.coursera.org/specializations/generative-ai-sql-database-specialist-chatgpt
Generative AI Software Engineering Specialization,Data Science,Beginner,10.0,"Offered by Vanderbilt University. AI-Powered Software Engineering and Automation. Master AI agents, prompts, and automated workflows with ... Enroll for free.",https://www.coursera.org/specializations/generative-ai-software-engineering
Generative AI Strategic Leader Specialization,Data Science,Beginner,10.0,Offered by Vanderbilt University. Master AI Research for Strategic Leadership. Master generative AI research to transform strategic ... Enroll for free.,https://www.coursera.org/specializations/generative-ai-strategic-leader
Generative AI and ChatGPT for K-12 Educators Specialization,Data Science,Beginner,10.0,Offered by Vanderbilt University. Harness Generative AI for Engaging K-12 Teaching. Learn to integrate generative AI into your teaching to ... Enroll for free.,https://www.coursera.org/specializations/generative-ai-k12-educators
Generative AI for Business Analysts Specialization,Data Science,Beginner,10.0,Power up your business analysis career with GenAI . Build the game-changing GenAI skills businesses need in 3 weeks. No AI experience required. Enroll for free.,https://www.coursera.org/specializations/generative-ai-for-business-analysts
Generative AI for Business Intelligence (BI) Analysts Specialization,Data Science,Intermediate,10.0,Unlock the Potential of Generative AI in BI. Learn how you can use the capabilities and tools of generative AI to boost your career in ... Enroll for free.,https://www.coursera.org/specializations/generative-ai-for-business-intelligence-analysts
Generative AI for Customer Support Specialization,Data Science,Intermediate,10.0,Unlock Potential of Gen AI for Customer Support. Learn how to leverage the capabilities and tools of generative AI to provide enhanced ... Enroll for free.,https://www.coursera.org/specializations/generative-ai-for-customer-support
Generative AI for Data Analysts Specialization,Data Science,Intermediate,2.0,Offered by IBM. Build generative AI skills for data analytics. Enhance your career as a data analyst with knowledge of generative AI! No ... Enroll for free.,https://www.coursera.org/specializations/generative-ai-for-data-analysts
Generative AI for Data Engineers Specialization,Data Science,Intermediate,2.0,Offered by IBM. Launch your generative AI Data Engineering career. Get job-ready as a data engineer with knowledge of generative AI! No ... Enroll for free.,https://www.coursera.org/specializations/generative-ai-for-data-engineers
Generative AI for Data Scientists Specialization,Data Science,Intermediate,10.0,Offered by IBM. Leap ahead in data science using generative AI . Build in-demand hands-on generative AI skills to supercharge your data ... Enroll for free.,https://www.coursera.org/specializations/generative-ai-for-data-scientists
Generative AI for Digital Marketing Specialization,Data Science,Beginner,7.0,"Harness the Power of GenAI for Digital Marketing . Get hands-on using ChatGPT, AI Overviews, Copilot, and Perplexity for digital marketing ... Enroll for free.",https://www.coursera.org/specializations/generative-ai-for-digital-marketing
Generative AI for Educators & Teachers Specialization,Data Science,Beginner,2.0,Offered by Vanderbilt University. Innovate in your classroom and school. Master techniques for using ChatGPT to enhance rather than harm ... Enroll for free.,https://www.coursera.org/specializations/generative-ai-for-educators-teachers
Generative AI for Educators Specialization,Data Science,Beginner,7.0,Offered by IBM. Reinvent teaching with gen AI-powered innovation. Learn how to leverage gen AI tools to transform education and training and ... Enroll for free.,https://www.coursera.org/specializations/generative-ai-educators
Generative AI for Everyone,Data Science,Beginner,6.0,"Instructed by AI pioneer Andrew Ng, Generative AI for Everyone offers his unique perspective on empowering you and your work with generative AI. Andrew will guide you through how generative AI works and what it can (and can’t) do. It includes hands-on exercises where you'll learn to use generative AI to help in day-to-day work and receive tips on effective prompt engineering, as well as learning how to go beyond prompting for more advanced uses of AI. You’ll get insights into what generative AI",https://www.coursera.org/learn/generative-ai-for-everyone
Generative AI for Executives and Business Leaders Specialization,Data Science,Intermediate,10.0,Offered by IBM. Leverage genAI to drive strategic innovation. Identify genAI use cases and strategies for your organization and create ... Enroll for free.,https://www.coursera.org/specializations/generative-ai-for-executives-and-business-leaders
Generative AI for Growth Marketing Specialization,Data Science,Beginner,4.0,Offered by STARWEAVER and IBM. AI Marketing Strategies for Growth and Success . Harness AI tools & data strategies to launch and optimize ... Enroll for free.,https://www.coursera.org/specializations/generative-ai-for-growth-marketing
Generative AI for Human Resources (HR) Professionals Specialization,Data Science,Intermediate,10.0,Unlock the Potential of Generative AI in HR. Learn how you can use the capabilities and tools of generative AI to enhance your career in ... Enroll for free.,https://www.coursera.org/specializations/generative-ai-for-human-resources
Generative AI for IT Systems Analysts and Architects Specialization,Data Science,Beginner,3.0,"Future-proof your systems career with GenAI. Build your skills using GenAI to analyze requirements, model processes, & deliver IT solutions ... Enroll for free.",https://www.coursera.org/specializations/generative-ai-it-systems-analysts-and-architects
Generative AI for Java and Spring Developers Specialization,Data Science,Intermediate,10.0,Future-proof your Java career opportunities. Master GenAI & create AI Java apps in 2 months. No prior AI experience required. Enroll for free.,https://www.coursera.org/specializations/generative-ai-for-java-and-spring-developers
Generative AI for Mobile App Developers Specialization,Data Science,Advanced,10.0,Fast-track your career with job-ready GenAI skills. Master GenAI-powered mobile app development and build the practical experience employers ... Enroll for free.,https://www.coursera.org/specializations/generative-ai-for-mobile-app-developers
Generative AI for NLP with PyTorch Specialization,Data Science,Advanced,10.0,"Offered by IBM. Build Generative AI NLP Skills With PyTorch. Get hands-on with PyTorch, Hugging Face, transformers, and NLP in an applied ... Enroll for free.",https://www.coursera.org/specializations/generative-ai-for-nlp-with-pytorch
Generative AI for Product Managers Specialization,Data Science,Intermediate,3.0,Elevate your Product Manager career with Gen AI. Build in-demand hands-on generative AI skills to boost your Product Manager career in under ... Enroll for free.,https://www.coursera.org/specializations/generative-ai-for-product-managers
Generative AI for Product Owners Specialization,Data Science,Intermediate,10.0,Power your Product Owner career with GenAI. Become proficient in GenAI tools in 3 weeks to optimize the product lifecycle and drive results. Enroll for free.,https://www.coursera.org/specializations/generative-ai-for-product-owners
Generative AI for Program Managers Specialization,Data Science,Intermediate,7.0,Supercharge your program management with GenAI. Master GenAI tools and techniques to enhance your program management capabilities and outcomes. Enroll for free.,https://www.coursera.org/specializations/generative-ai-for-program-managers
Generative AI for Project Managers Specialization,Data Science,Intermediate,10.0,Boost your project management career with gen AI . Learn in-demand skills and gain generative AI expertise to advance your project ... Enroll for free.,https://www.coursera.org/specializations/generative-ai-for-project-managers
Generative AI for Sales Professionals Specialization,Data Science,Intermediate,6.0,"Offered by IBM. Use GenAI to Supercharge Your Sales Results. Learn to automate tasks, personalize outreach, and close deals faster than ever. Enroll for free.",https://www.coursera.org/specializations/generative-ai-for-sales-professionals
Generative AI for Software Developers Specialization,Data Science,Intermediate,10.0,Offered by IBM. Boost your software development career with Gen AI. Build in-demand hands-on Generative AI skills for your elevating your ... Enroll for free.,https://www.coursera.org/specializations/generative-ai-for-software-developers
Generative AI for Software Development Skill Certificate,Computer Science,Beginner,5.0,Offered by DeepLearning.AI. Leverage AI in your software development workflow. Learn practical prompt engineering and pair programming ... Enroll for free.,https://www.coursera.org/professional-certificates/generative-ai-for-software-development
Generative AI for UI UX Design Specialization,Data Science,Beginner,3.0,Future-proof your UI/UX design career with GenAI. Get hands-on using GenAI in real-world UI/UX design scenarios; build a portfolio employers ... Enroll for free.,https://www.coursera.org/specializations/generative-ai-for-ui-ux-design
Generative AI in Adobe Creative Cloud Specialization,Arts and Humanities,Beginner,10.0,Offered by Adobe. Create Visuals with Generative AI Tools. Design graphics and edit images using AI-powered Adobe tools. Enroll for free.,https://www.coursera.org/specializations/generative-ai-in-adobe-creative-cloud
Generative AI with Large Language Models,Data Science,Intermediate,20.0,"In Generative AI with Large Language Models (LLMs), you’ll learn the fundamentals of how generative AI works, and how to deploy it in real-world applications. By taking this course, you'll learn to: - Deeply understand generative AI, describing the key steps in a typical LLM-based generative AI lifecycle, from data gathering and model selection, to performance evaluation and deployment - Describe in detail the transformer architecture that powers LLMs, how they’re trained, and how fine-tuning e",https://www.coursera.org/learn/generative-ai-with-llms
Generative AI: Introduction and Applications,Data Science,Beginner,8.0,"This course is designed for everyone—professionals, executives, students, and enthusiasts—interested in learning about generative AI and leveraging its capabilities in their work and lives. It is your first step toward understanding the power of generative AI, driven by models such as large language models (LLMs). In this course, you will learn the fundamentals and evolution of generative AI, with additional readings and expert insights offering a deeper view of its history and advancements. Y",https://www.coursera.org/learn/generative-ai-introduction-and-applications
Generative AI: Prompt Engineering Basics,Data Science,Beginner,10.0,"As generative AI (GenAI) reshapes workplaces and job roles, using it effectively is now essential. Prompt engineering is the key to directing GenAI models and refining their output for desired results. This course is for professionals, executives, students, and AI enthusiasts ready to harness prompt engineering to unlock tools like ChatGPT. You’ll learn practical techniques, structured methods, and best practices for crafting strong prompts. Explore zero-shot and few-shot prompting to boost",https://www.coursera.org/learn/generative-ai-prompt-engineering-for-everyone
Genomic Data Science Specialization,Data Science,Intermediate,10.0,Offered by Johns Hopkins University. Be a next generation sequencing data scientist.. Master the tools and techniques at the forefront of ... Enroll for free.,https://www.coursera.org/specializations/genomic-data-science
Geographic Information Systems (GIS) Specialization,General,Beginner,10.0,"Offered by University of California, Davis. Map Your World With GIS. Explore the tools, concepts, and terminology of spatial analysis and ... Enroll for free.",https://www.coursera.org/specializations/gis
Getting started with Google Workspace Specialization,Arts and Humanities,Beginner,10.0,Offered by Google Cloud. This training equips students with the skills they need to become productive with Google Workspace. By the end of ... Enroll for free.,https://www.coursera.org/specializations/getting-started-with-google-workspace
Global Diplomacy – Diplomacy in the Modern World,General,Not specified,8.0,The Global Diplomacy course is a unique offering to the MOOC environment. Bringing together cutting edge research in the broad fields of ... Enroll for free.,https://www.coursera.org/learn/global-diplomacy
Global Procurement and Sourcing Specialization,General,Beginner,10.0,Offered by Rutgers the State University of New Jersey. Learn about Global Procurement and Sourcing. Reviews the key aspects of global ... Enroll for free.,https://www.coursera.org/specializations/procurement-sourcing
Google AI Essentials Specialization,Data Science,Beginner,4.0,Offered by Google. Boost Your Productivity with AI Tools. New to AI? Learn from Google experts how AI can help you speed up daily tasks and ... Enroll for free.,https://www.coursera.org/specializations/ai-essentials-google
Google AI Professional Certificate,Data Science,Beginner,8.0,"Offered by Google. Build your AI fluency and get more done, faster. Get the AI skills employers are looking for and create 20+ solutions you ... Enroll for free.",https://www.coursera.org/professional-certificates/google-ai
Google Advanced Data Analytics Professional Certificate,Data Science,Advanced,240.0,"Offered by Google. Learn in-demand skills like statistical analysis, Python, regression models, and machine learning in less than 6 months. Enroll for free.",https://www.coursera.org/professional-certificates/google-advanced-data-analytics
Google Business Intelligence Professional Certificate,Business,Advanced,80.0,"Offered by Google. Learn in-demand skills like data modeling, data visualization, and dashboarding and reporting in less than 2 months. Enroll for free.",https://www.coursera.org/professional-certificates/google-business-intelligence
Google Cloud Database Engineer Specialization,Computer Science,Intermediate,10.0,Offered by Google Cloud. Advance your cloud career in database engineering Enroll for free.,https://www.coursera.org/specializations/google-cloud-database-engineer
Google Cloud Digital Leader Training Professional Certificate,Information Technology,Beginner,10.0,Offered by Google Cloud. Boost your knowledge in cloud computing.. Prepare for the Google Cloud Digital Leader certification exam with this ... Enroll for free.,https://www.coursera.org/professional-certificates/google-cloud-digital-leader-training
Google Cybersecurity Professional Certificate,Computer Science,Beginner,168.0,"Offered by Google. Get on the fast track to a career in cybersecurity. In this certificate program, you'll learn in-demand skills, and get ... Enroll for free.",https://www.coursera.org/professional-certificates/google-cybersecurity
Google Data Analysis with Python Specialization,Data Science,Beginner,3.0,"Offered by Google. Solve complex data problems with Python. Learn to frame analysis problems, write Python code, analyze datasets with ... Enroll for free.",https://www.coursera.org/specializations/google-data-analysis-with-python
Google Data Analytics Professional Certificate,Data Science,Beginner,240.0,"Offered by Google. Get on the fast track to a career in Data Analytics. In this certificate program, you’ll learn in-demand skills, and get ... Enroll for free.",https://www.coursera.org/professional-certificates/google-data-analytics
Google Digital Marketing & E-commerce Professional Certificate,Business,Beginner,240.0,"Offered by Google. Get on the fast track to a career in digital marketing. In this certificate program, you’ll learn in-demand skills, and ... Enroll for free.",https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
Google IT Automation with Python Professional Certificate,Computer Science,Beginner,240.0,"Offered by Google. Learn in-demand skills like Python, Git, and IT automation to advance your career Enroll for free.",https://www.coursera.org/professional-certificates/google-it-automation
Google IT Support Professional Certificate,Information Technology,Beginner,120.0,Offered by Google. The launchpad to a career in IT. This program is designed to take beginner learners to job readiness in about ... Enroll for free.,https://www.coursera.org/professional-certificates/google-it-support
Google People Management Essentials Specialization,Business,Beginner,8.0,Offered by Google. Learn the core skills to become a confident and effective people manager from leaders at Google. Enroll for free.,https://www.coursera.org/specializations/google-people-management-essentials
Google Project Management Professional Certificate,Business,Beginner,240.0,"Offered by Google. Get on the fast track to a career in project management. In this certificate program, you’ll learn in-demand skills, and ... Enroll for free.",https://www.coursera.org/professional-certificates/google-project-management
Google Prompting Essentials Specialization,Data Science,Beginner,4.0,Offered by Google. Unlock AI’s Potential with Effective Prompts. Learn from Google experts how to use AI effectively by writing clear and ... Enroll for free.,https://www.coursera.org/specializations/prompting-essentials-google
Google UX Design Professional Certificate,Arts and Humanities,Beginner,240.0,"Offered by Google. Get on the fast track to a career in UX design. In this certificate program, you’ll learn in-demand skills, and get AI ... Enroll for free.",https://www.coursera.org/professional-certificates/google-ux-design
Google Workspace Administrator Professional Certificate,Information Technology,Beginner,10.0,Offered by Google Cloud. Google Workspace Administrator. Launch your career as a Google Workspace Administrator by learning the fundamental ... Enroll for free.,https://www.coursera.org/professional-certificates/g-suite-administration
Google Workspace with Gemini Specialization,Data Science,Beginner,10.0,Offered by Google Cloud. Use generative AI features in Google Workspace. Use generative AI with Google Workspace with Gemini to improve your ... Enroll for free.,https://www.coursera.org/specializations/gemini-for-google-workspace
Graphic Design Specialization,Arts and Humanities,Beginner,10.0,Offered by California Institute of the Arts. Make Compelling Design. Learn and apply the principles of graphic design towards a ... Enroll for free.,https://www.coursera.org/specializations/graphic-design
Greek and Roman Mythology,General,Not specified,10.0,"Myths are traditional stories that have endured over a long time. Some of them have to do with events of great importance, such as the founding of a nation. Others tell the stories of great heroes and heroines and their exploits and courage in the face of adversity. Still others are simple tales about otherwise unremarkable people who get into trouble or do some great deed. What are we to make of all these tales, and why do people seem to like to hear them? This course will focus on the myths of",https://www.coursera.org/learn/mythology
HRCI Human Resource Associate Professional Certificate,Business,Beginner,120.0,"Offered by HRCI. Launch your career in Human Resources. In this program, you’ll learn in-demand skills for a career as an Human Resource ... Enroll for free.",https://www.coursera.org/professional-certificates/hrci-human-resource-associate
HVAC: Your First Step Specialization,General,Beginner,10.0,Offered by Interplay Learning. Explore a Career in HVAC. Build foundational knowledge of the HVAC industry to decide whether HVAC is the ... Enroll for free.,https://www.coursera.org/specializations/hvac-first-step
